source_airport,destination_airport,Airline,Airline ID,Source airport ID,Destination airport ID,Codeshare,Stops,Equipment,Route,number_airport
CAG,BGY,FR,4296,1519,1525,,0,738,CAG-BGY,38
CAG,BRI,FR,4296,1519,1501,,0,738,CAG-BRI,38
CAG,BVA,FR,4296,1519,1367,,0,738,CAG-BVA,38
CAG,CIA,FR,4296,1519,1553,,0,738,CAG-CIA,38
CAG,CRL,FR,4296,1519,304,,0,738,CAG-CRL,38
CAG,CUF,FR,4296,1519,1534,,0,738,CAG-CUF,38
CAG,FKB,FR,4296,1519,4166,,0,738,CAG-FKB,38
CAG,GOA,FR,4296,1519,1528,,0,738,CAG-GOA,38
CAG,GRO,FR,4296,1519,1222,,0,738,CAG-GRO,38
CAG,HHN,FR,4296,1519,355,,0,738,CAG-HHN,38
CAG,KRK,FR,4296,1519,669,,0,738,CAG-KRK,38
CAG,KUN,FR,4296,1519,3956,,0,738,CAG-KUN,38
CAG,MAD,FR,4296,1519,1229,,0,738,CAG-MAD,38
CAG,MRS,FR,4296,1519,1353,,0,738,CAG-MRS,38
CAG,NRN,FR,4296,1519,4198,,0,738,CAG-NRN,38
CAG,PEG,FR,4296,1519,1567,,0,738,CAG-PEG,38
CAG,PMF,FR,4296,1519,1531,,0,738,CAG-PMF,38
CAG,PSA,FR,4296,1519,1562,,0,738,CAG-PSA,38
CAG,PSR,FR,4296,1519,1505,,0,738,CAG-PSR,38
CAG,TPS,FR,4296,1519,1515,,0,738,CAG-TPS,38
CAG,TSF,FR,4296,1519,1539,,0,738,CAG-TSF,38
CCF,BLL,FR,4296,1352,608,,0,738,CCF-BLL,10
CCF,BOH,FR,4296,1352,494,,0,738,CCF-BOH,10
CCF,CRL,FR,4296,1352,304,,0,738,CCF-CRL,10
CCF,DUB,FR,4296,1352,599,,0,738,CCF-DUB,10
CCF,EIN,FR,4296,1352,585,,0,738,CCF-EIN,10
CCF,EMA,FR,4296,1352,523,,0,738,CCF-EMA,10
CCF,LPL,FR,4296,1352,491,,0,738,CCF-LPL,10
CCF,OPO,FR,4296,1352,1636,,0,738,CCF-OPO,10
CCF,PIK,FR,4296,1352,537,,0,738,CCF-PIK,10
CCF,STN,FR,4296,1352,548,,0,738,CCF-STN,10
CFE,OPO,FR,4296,1330,1636,,0,738,CFE-OPO,6
CFU,BLL,FR,4296,1460,608,,0,738,CFU-BLL,37
CFU,BRE,FR,4296,1460,353,,0,738,CFU-BRE,37
CFU,CIA,FR,4296,1460,1553,,0,738,CFU-CIA,37
CFU,CRL,FR,4296,1460,304,,0,738,CFU-CRL,37
CFU,EDI,FR,4296,1460,535,,0,738,CFU-EDI,37
CFU,EIN,FR,4296,1460,585,,0,738,CFU-EIN,37
CFU,EMA,FR,4296,1460,523,,0,738,CFU-EMA,37
CFU,LBA,FR,4296,1460,517,,0,738,CFU-LBA,37
CFU,MAN,FR,4296,1460,478,,0,738,CFU-MAN,37
CFU,NRN,FR,4296,1460,4198,,0,738,CFU-NRN,37
CFU,PIK,FR,4296,1460,537,,0,738,CFU-PIK,37
CFU,RYG,FR,4296,1460,657,,0,738,CFU-RYG,37
CFU,STN,FR,4296,1460,548,,0,738,CFU-STN,37
CGN,GRO,FR,4296,344,1222,,0,738,CGN-GRO,92
CHQ,BGY,FR,4296,1474,1525,,0,738,CHQ-BGY,37
CHQ,BLL,FR,4296,1474,608,,0,738,CHQ-BLL,37
CHQ,BOH,FR,4296,1474,494,,0,738,CHQ-BOH,37
CHQ,BRE,FR,4296,1474,353,,0,738,CHQ-BRE,37
CHQ,BRS,FR,4296,1474,490,,0,738,CHQ-BRS,37
CHQ,CIA,FR,4296,1474,1553,,0,738,CHQ-CIA,37
CHQ,CRL,FR,4296,1474,304,,0,738,CHQ-CRL,37
CHQ,DUB,FR,4296,1474,599,,0,738,CHQ-DUB,37
CHQ,EIN,FR,4296,1474,585,,0,738,CHQ-EIN,37
CHQ,EMA,FR,4296,1474,523,,0,738,CHQ-EMA,37
CHQ,FMM,FR,4296,1474,3986,,0,738,CHQ-FMM,37
CHQ,HHN,FR,4296,1474,355,,0,738,CHQ-HHN,37
CHQ,KTW,FR,4296,1474,671,,0,738,CHQ-KTW,37
CHQ,LBA,FR,4296,1474,517,,0,738,CHQ-LBA,37
CHQ,MRS,FR,4296,1474,1353,,0,738,CHQ-MRS,37
CHQ,NRN,FR,4296,1474,4198,,0,738,CHQ-NRN,37
CHQ,NYO,FR,4296,1474,699,,0,738,CHQ-NYO,37
CHQ,PFO,FR,4296,1474,1198,,0,738,CHQ-PFO,37
CHQ,RYG,FR,4296,1474,657,,0,738,CHQ-RYG,37
CHQ,STN,FR,4296,1474,548,,0,738,CHQ-STN,37
CHQ,TSF,FR,4296,1474,1539,,0,738,CHQ-TSF,37
CHQ,VNO,FR,4296,1474,3959,,0,738,CHQ-VNO,37
CHQ,WMI,FR,4296,1474,8414,,0,738,CHQ-WMI,37
CHQ,WRO,FR,4296,1474,680,,0,738,CHQ-WRO,37
CIA,AGP,FR,4296,1553,1230,,0,738,CIA-AGP,50
CIA,AHO,FR,4296,1553,1517,,0,738,CIA-AHO,50
CIA,BCN,FR,4296,1553,1218,,0,738,CIA-BCN,50
CIA,BDS,FR,4296,1553,1506,,0,738,CIA-BDS,50
CIA,BLL,FR,4296,1553,608,,0,738,CIA-BLL,50
CIA,BOD,FR,4296,1553,1264,,0,738,CIA-BOD,50
CIA,BRI,FR,4296,1553,1501,,0,738,CIA-BRI,50
CIA,BTS,FR,4296,1553,1745,,0,738,CIA-BTS,50
CIA,BUD,FR,4296,1553,1489,,0,738,CIA-BUD,50
CIA,BVA,FR,4296,1553,1367,,0,738,CIA-BVA,50
CIA,CAG,FR,4296,1553,1519,,0,738,CIA-CAG,50
CIA,CFU,FR,4296,1553,1460,,0,738,CIA-CFU,50
CIA,CHQ,FR,4296,1553,1474,,0,738,CIA-CHQ,50
CIA,CIY,FR,4296,1553,9327,,0,738,CIA-CIY,50
CIA,CRL,FR,4296,1553,304,,0,738,CIA-CRL,50
CIA,DUB,FR,4296,1553,599,,0,738,CIA-DUB,50
CIA,EDI,FR,4296,1553,535,,0,738,CIA-EDI,50
CIA,EIN,FR,4296,1553,585,,0,738,CIA-EIN,50
CIA,EMA,FR,4296,1553,523,,0,738,CIA-EMA,50
CIA,FKB,FR,4296,1553,4166,,0,738,CIA-FKB,50
CIA,FMM,FR,4296,1553,3986,,0,738,CIA-FMM,50
CIA,GSE,FR,4296,1553,691,,0,738,CIA-GSE,50
CIA,HHN,FR,4296,1553,355,,0,738,CIA-HHN,50
CIA,IBZ,FR,4296,1553,1225,,0,738,CIA-IBZ,50
CIA,KRK,FR,4296,1553,669,,0,738,CIA-KRK,50
CIA,MAD,FR,4296,1553,1229,,0,738,CIA-MAD,50
CIA,MAN,FR,4296,1553,478,,0,738,CIA-MAN,50
CIA,MRS,FR,4296,1553,1353,,0,738,CIA-MRS,50
CIA,NRN,FR,4296,1553,4198,,0,738,CIA-NRN,50
CIA,NYO,FR,4296,1553,699,,0,738,CIA-NYO,50
CIA,OPO,FR,4296,1553,1636,,0,738,CIA-OPO,50
CIA,PIK,FR,4296,1553,537,,0,738,CIA-PIK,50
CIA,PMI,FR,4296,1553,3998,,0,738,CIA-PMI,50
CIA,POZ,FR,4296,1553,674,,0,738,CIA-POZ,50
CIA,RAK,FR,4296,1553,1075,,0,738,CIA-RAK,50
CIA,RYG,FR,4296,1553,657,,0,738,CIA-RYG,50
CIA,SDR,FR,4296,1553,1251,,0,738,CIA-SDR,50
CIA,SKG,FR,4296,1553,1486,,0,738,CIA-SKG,50
CIA,STN,FR,4296,1553,548,,0,738,CIA-STN,50
CIA,SVQ,FR,4296,1553,1253,,0,738,CIA-SVQ,50
CIA,TPS,FR,4296,1553,1515,,0,738,CIA-TPS,50
CIA,VLC,FR,4296,1553,1246,,0,738,CIA-VLC,50
CIA,VNO,FR,4296,1553,3959,,0,738,CIA-VNO,50
CIA,WMI,FR,4296,1553,8414,,0,738,CIA-WMI,50
CIA,WRO,FR,4296,1553,680,,0,738,CIA-WRO,50
CIY,CIA,FR,4296,9327,1553,,0,738,CIY-CIA,8
CIY,CRL,FR,4296,9327,304,,0,738,CIY-CRL,8
CIY,DUB,FR,4296,9327,599,,0,738,CIY-DUB,8
CIY,HHN,FR,4296,9327,355,,0,738,CIY-HHN,8
CIY,KUN,FR,4296,9327,3956,,0,738,CIY-KUN,8
CIY,PSA,FR,4296,9327,1562,,0,738,CIY-PSA,8
CIY,STN,FR,4296,9327,548,,0,738,CIY-STN,8
CRL,ACE,FR,4296,304,1055,,0,738,CRL-ACE,83
CRL,AGA,FR,4296,304,1064,,0,738,CRL-AGA,83
CRL,AGP,FR,4296,304,1230,,0,738,CRL-AGP,83
CRL,AHO,FR,4296,304,1517,,0,738,CRL-AHO,83
CRL,ALC,FR,4296,304,1212,,0,738,CRL-ALC,83
CRL,AOI,FR,4296,304,4309,,0,738,CRL-AOI,83
CRL,BCN,FR,4296,304,1218,,0,738,CRL-BCN,83
CRL,BDS,FR,4296,304,1506,,0,738,CRL-BDS,83
CRL,BGY,FR,4296,304,1525,,0,738,CRL-BGY,83
CRL,BIQ,FR,4296,304,1280,,0,738,CRL-BIQ,83
CRL,BLQ,FR,4296,304,1538,,0,738,CRL-BLQ,83
CRL,BOD,FR,4296,304,1264,,0,738,CRL-BOD,83
CRL,BRI,FR,4296,304,1501,,0,738,CRL-BRI,83
CRL,BTS,FR,4296,304,1745,,0,738,CRL-BTS,83
CRL,BUD,FR,4296,304,1489,,0,738,CRL-BUD,83
CRL,CAG,FR,4296,304,1519,,0,738,CRL-CAG,83
CRL,CCF,FR,4296,304,1352,,0,738,CRL-CCF,83
CRL,CFU,FR,4296,304,1460,,0,738,CRL-CFU,83
CRL,CHQ,FR,4296,304,1474,,0,738,CRL-CHQ,83
CRL,CIA,FR,4296,304,1553,,0,738,CRL-CIA,83
CRL,CIY,FR,4296,304,9327,,0,738,CRL-CIY,83
CRL,DUB,FR,4296,304,599,,0,738,CRL-DUB,83
CRL,EDI,FR,4296,304,535,,0,738,CRL-EDI,83
CRL,EGC,FR,4296,304,1265,,0,738,CRL-EGC,83
CRL,FAO,FR,4296,304,1626,,0,738,CRL-FAO,83
CRL,FEZ,FR,4296,304,1066,,0,738,CRL-FEZ,83
CRL,FNI,FR,4296,304,1439,,0,738,CRL-FNI,83
CRL,FSC,FR,4296,304,1323,,0,738,CRL-FSC,83
CRL,FUE,FR,4296,304,1051,,0,738,CRL-FUE,83
CRL,GOA,FR,4296,304,1528,,0,738,CRL-GOA,83
CRL,GRO,FR,4296,304,1222,,0,738,CRL-GRO,83
CRL,IBZ,FR,4296,304,1225,,0,738,CRL-IBZ,83
CRL,KRK,FR,4296,304,669,,0,738,CRL-KRK,83
CRL,LEI,FR,4296,304,1213,,0,738,CRL-LEI,83
CRL,LPA,FR,4296,304,1054,,0,738,CRL-LPA,83
CRL,LRH,FR,4296,304,6493,,0,738,CRL-LRH,83
CRL,MAD,FR,4296,304,1229,,0,738,CRL-MAD,83
CRL,MAN,FR,4296,304,478,,0,738,CRL-MAN,83
CRL,MPL,FR,4296,304,1359,,0,738,CRL-MPL,83
CRL,MRS,FR,4296,304,1353,,0,738,CRL-MRS,83
CRL,NDR,FR,4296,304,5673,,0,738,CRL-NDR,83
CRL,NYO,FR,4296,304,699,,0,738,CRL-NYO,83
CRL,OPO,FR,4296,304,1636,,0,738,CRL-OPO,83
CRL,OUD,FR,4296,304,1070,,0,738,CRL-OUD,83
CRL,PEG,FR,4296,304,1567,,0,738,CRL-PEG,83
CRL,PFO,FR,4296,304,1198,,0,738,CRL-PFO,83
CRL,PGF,FR,4296,304,1356,,0,738,CRL-PGF,83
CRL,PMI,FR,4296,304,3998,,0,738,CRL-PMI,83
CRL,PSA,FR,4296,304,1562,,0,738,CRL-PSA,83
CRL,PSR,FR,4296,304,1505,,0,738,CRL-PSR,83
CRL,PUY,FR,4296,304,1203,,0,738,CRL-PUY,83
CRL,RAK,FR,4296,304,1075,,0,738,CRL-RAK,83
CRL,RBA,FR,4296,304,1072,,0,738,CRL-RBA,83
CRL,RDZ,FR,4296,304,1289,,0,738,CRL-RDZ,83
CRL,REU,FR,4296,304,1236,,0,738,CRL-REU,83
CRL,RHO,FR,4296,304,1472,,0,738,CRL-RHO,83
CRL,RYG,FR,4296,304,657,,0,738,CRL-RYG,83
CRL,SDR,FR,4296,304,1251,,0,738,CRL-SDR,83
CRL,SKG,FR,4296,304,1486,,0,738,CRL-SKG,83
CRL,SUF,FR,4296,304,1508,,0,738,CRL-SUF,83
CRL,SVQ,FR,4296,304,1253,,0,738,CRL-SVQ,83
CRL,TFS,FR,4296,304,1056,,0,738,CRL-TFS,83
CRL,TGD,FR,4296,304,1741,,0,738,CRL-TGD,83
CRL,TNG,FR,4296,304,1080,,0,738,CRL-TNG,83
CRL,TPS,FR,4296,304,1515,,0,738,CRL-TPS,83
CRL,TRN,FR,4296,304,1526,,0,738,CRL-TRN,83
CRL,TRS,FR,4296,304,1545,,0,738,CRL-TRS,83
CRL,TSF,FR,4296,304,1539,,0,738,CRL-TSF,83
CRL,VLC,FR,4296,304,1246,,0,738,CRL-VLC,83
CRL,VNO,FR,4296,304,3959,,0,738,CRL-VNO,83
CRL,VOL,FR,4296,304,1448,,0,738,CRL-VOL,83
CRL,WMI,FR,4296,304,8414,,0,738,CRL-WMI,83
CRL,ZAD,FR,4296,304,1209,,0,738,CRL-ZAD,83
CRL,ZAZ,FR,4296,304,1252,,0,738,CRL-ZAZ,83
CRL,ZTH,FR,4296,304,1488,,0,738,CRL-ZTH,83
CTA,BGY,FR,4296,1509,1525,,0,738,CTA-BGY,47
CTA,EIN,FR,4296,1509,585,,0,738,CTA-EIN,47
CTA,MAD,FR,4296,1509,1229,,0,738,CTA-MAD,47
CTA,MRS,FR,4296,1509,1353,,0,738,CTA-MRS,47
CTA,TSF,FR,4296,1509,1539,,0,738,CTA-TSF,47
CUF,AHO,FR,4296,1534,1517,,0,738,CUF-AHO,5
CUF,CAG,FR,4296,1534,1519,,0,738,CUF-CAG,5
CUF,TPS,FR,4296,1534,1515,,0,738,CUF-TPS,5
DLE,LIS,FR,4296,1309,1638,,0,738,DLE-LIS,3
DLE,OPO,FR,4296,1309,1636,,0,738,DLE-OPO,3
DLE,RAK,FR,4296,1309,1075,,0,738,DLE-RAK,3
DNR,EMA,FR,4296,1405,523,,0,738,DNR-EMA,3
DNR,STN,FR,4296,1405,548,,0,738,DNR-STN,3
DTM,AGP,FR,4296,373,1230,,0,738,DTM-AGP,28
DTM,AHO,FR,4296,373,1517,,0,738,DTM-AHO,28
DTM,FAO,FR,4296,373,1626,,0,738,DTM-FAO,28
DTM,GRO,FR,4296,373,1222,,0,738,DTM-GRO,28
DTM,KRK,FR,4296,373,669,,0,738,DTM-KRK,28
DTM,OPO,FR,4296,373,1636,,0,738,DTM-OPO,28
DTM,STN,FR,4296,373,548,,0,738,DTM-STN,28
DUB,AHO,FR,4296,599,1517,,0,738,DUB-AHO,144
DUB,BGY,FR,4296,599,1525,,0,738,DUB-BGY,144
DUB,BIQ,FR,4296,599,1280,,0,738,DUB-BIQ,144
DUB,BRE,FR,4296,599,353,,0,738,DUB-BRE,144
DUB,BRI,FR,4296,599,1501,,0,738,DUB-BRI,144
DUB,BSL,FR,4296,599,1423,,0,738,DUB-BSL,144
DUB,BTS,FR,4296,599,1745,,0,738,DUB-BTS,144
DUB,BVA,FR,4296,599,1367,,0,738,DUB-BVA,144
DUB,BZG,FR,4296,599,5591,,0,738,DUB-BZG,144
DUB,CCF,FR,4296,599,1352,,0,738,DUB-CCF,144
DUB,CHQ,FR,4296,599,1474,,0,738,DUB-CHQ,144
DUB,CIA,FR,4296,599,1553,,0,738,DUB-CIA,144
DUB,CIY,FR,4296,599,9327,,0,738,DUB-CIY,144
DUB,CRL,FR,4296,599,304,,0,738,DUB-CRL,144
DUB,EIN,FR,4296,599,585,,0,738,DUB-EIN,144
DUB,EMA,FR,4296,599,523,,0,738,DUB-EMA,144
DUB,FMM,FR,4296,599,3986,,0,738,DUB-FMM,144
DUB,GDN,FR,4296,599,668,,0,738,DUB-GDN,144
DUB,GRO,FR,4296,599,1222,,0,738,DUB-GRO,144
DUB,HHN,FR,4296,599,355,,0,738,DUB-HHN,144
DUB,KRK,FR,4296,599,669,,0,738,DUB-KRK,144
DUB,KTW,FR,4296,599,671,,0,738,DUB-KTW,144
DUB,KUN,FR,4296,599,3956,,0,738,DUB-KUN,144
DUB,LBA,FR,4296,599,517,,0,738,DUB-LBA,144
DUB,LEI,FR,4296,599,1213,,0,738,DUB-LEI,144
DUB,LPL,FR,4296,599,491,,0,738,DUB-LPL,144
DUB,LRH,FR,4296,599,6493,,0,738,DUB-LRH,144
DUB,LTN,FR,4296,599,492,,0,738,DUB-LTN,144
DUB,MJV,FR,4296,599,1227,,0,738,DUB-MJV,144
DUB,MLA,FR,4296,599,1606,,0,738,DUB-MLA,144
DUB,NTE,FR,4296,599,1418,,0,738,DUB-NTE,144
DUB,OPO,FR,4296,599,1636,,0,738,DUB-OPO,144
DUB,OTP,FR,4296,599,1657,,0,738,DUB-OTP,144
DUB,PIK,FR,4296,599,537,,0,738,DUB-PIK,144
DUB,POZ,FR,4296,599,674,,0,738,DUB-POZ,144
DUB,PSA,FR,4296,599,1562,,0,738,DUB-PSA,144
DUB,RAK,FR,4296,599,1075,,0,738,DUB-RAK,144
DUB,RDZ,FR,4296,599,1289,,0,738,DUB-RDZ,144
DUB,REU,FR,4296,599,1236,,0,738,DUB-REU,144
DUB,RIX,FR,4296,599,3953,,0,738,DUB-RIX,144
DUB,RYG,FR,4296,599,657,,0,738,DUB-RYG,144
DUB,RZE,FR,4296,599,675,,0,738,DUB-RZE,144
DUB,SDR,FR,4296,599,1251,,0,738,DUB-SDR,144
DUB,STN,FR,4296,599,548,,0,738,DUB-STN,144
DUB,SVQ,FR,4296,599,1253,,0,738,DUB-SVQ,144
DUB,SZZ,FR,4296,599,676,,0,738,DUB-SZZ,144
DUB,TSF,FR,4296,599,1539,,0,738,DUB-TSF,144
DUB,TUF,FR,4296,599,1376,,0,738,DUB-TUF,144
DUB,VLC,FR,4296,599,1246,,0,738,DUB-VLC,144
DUB,VNO,FR,4296,599,3959,,0,738,DUB-VNO,144
DUB,WMI,FR,4296,599,8414,,0,738,DUB-WMI,144
DUB,WRO,FR,4296,599,680,,0,738,DUB-WRO,144
DUB,ZAD,FR,4296,599,1209,,0,738,DUB-ZAD,144
EBU,FEZ,FR,4296,1350,1066,,0,738,EBU-FEZ,4
EBU,OPO,FR,4296,1350,1636,,0,738,EBU-OPO,4
EDI,ACE,FR,4296,535,1055,,0,738,EDI-ACE,88
EDI,AGP,FR,4296,535,1230,,0,738,EDI-AGP,88
EDI,ALC,FR,4296,535,1212,,0,738,EDI-ALC,88
EDI,BCN,FR,4296,535,1218,,0,738,EDI-BCN,88
EDI,BLQ,FR,4296,535,1538,,0,738,EDI-BLQ,88
EDI,BOD,FR,4296,535,1264,,0,738,EDI-BOD,88
EDI,BRE,FR,4296,535,353,,0,738,EDI-BRE,88
EDI,BTS,FR,4296,535,1745,,0,738,EDI-BTS,88
EDI,BZR,FR,4296,535,1360,,0,738,EDI-BZR,88
EDI,CFU,FR,4296,535,1460,,0,738,EDI-CFU,88
EDI,CIA,FR,4296,535,1553,,0,738,EDI-CIA,88
EDI,CRL,FR,4296,535,304,,0,738,EDI-CRL,88
EDI,FAO,FR,4296,535,1626,,0,738,EDI-FAO,88
EDI,FUE,FR,4296,535,1051,,0,738,EDI-FUE,88
EDI,GDN,FR,4296,535,668,,0,738,EDI-GDN,88
EDI,GSE,FR,4296,535,691,,0,738,EDI-GSE,88
EDI,HHN,FR,4296,535,355,,0,738,EDI-HHN,88
EDI,KRK,FR,4296,535,669,,0,738,EDI-KRK,88
EDI,KUN,FR,4296,535,3956,,0,738,EDI-KUN,88
EDI,LPA,FR,4296,535,1054,,0,738,EDI-LPA,88
EDI,MLA,FR,4296,535,1606,,0,738,EDI-MLA,88
EDI,MRS,FR,4296,535,1353,,0,738,EDI-MRS,88
EDI,NRN,FR,4296,535,4198,,0,738,EDI-NRN,88
EDI,PMI,FR,4296,535,3998,,0,738,EDI-PMI,88
EDI,POZ,FR,4296,535,674,,0,738,EDI-POZ,88
EDI,PSA,FR,4296,535,1562,,0,738,EDI-PSA,88
EDI,RYG,FR,4296,535,657,,0,738,EDI-RYG,88
EDI,SDR,FR,4296,535,1251,,0,738,EDI-SDR,88
EDI,TFS,FR,4296,535,1056,,0,738,EDI-TFS,88
EFL,STN,FR,4296,1455,548,,0,738,EFL-STN,5
EGC,BRS,FR,4296,1265,490,,0,738,EGC-BRS,9
EGC,CRL,FR,4296,1265,304,,0,738,EGC-CRL,9
EGC,EMA,FR,4296,1265,523,,0,738,EGC-EMA,9
EGC,LPL,FR,4296,1265,491,,0,738,EGC-LPL,9
EGC,STN,FR,4296,1265,548,,0,738,EGC-STN,9
EIN,ACE,FR,4296,585,1055,,0,738,EIN-ACE,62
EIN,AGP,FR,4296,585,1230,,0,738,EIN-AGP,62
EIN,AHO,FR,4296,585,1517,,0,738,EIN-AHO,62
EIN,ALC,FR,4296,585,1212,,0,738,EIN-ALC,62
EIN,BDS,FR,4296,585,1506,,0,738,EIN-BDS,62
EIN,BGY,FR,4296,585,1525,,0,738,EIN-BGY,62
EIN,CCF,FR,4296,585,1352,,0,738,EIN-CCF,62
EIN,CFU,FR,4296,585,1460,,0,738,EIN-CFU,62
EIN,CHQ,FR,4296,585,1474,,0,738,EIN-CHQ,62
EIN,CIA,FR,4296,585,1553,,0,738,EIN-CIA,62
EIN,CTA,FR,4296,585,1509,,0,738,EIN-CTA,62
EIN,DUB,FR,4296,585,599,,0,738,EIN-DUB,62
EIN,FAO,FR,4296,585,1626,,0,738,EIN-FAO,62
EIN,FEZ,FR,4296,585,1066,,0,738,EIN-FEZ,62
EIN,GRO,FR,4296,585,1222,,0,738,EIN-GRO,62
EIN,IBZ,FR,4296,585,1225,,0,738,EIN-IBZ,62
EIN,KRK,FR,4296,585,669,,0,738,EIN-KRK,62
EIN,LPA,FR,4296,585,1054,,0,738,EIN-LPA,62
EIN,MJV,FR,4296,585,1227,,0,738,EIN-MJV,62
EIN,MLA,FR,4296,585,1606,,0,738,EIN-MLA,62
EIN,MRS,FR,4296,585,1353,,0,738,EIN-MRS,62
EIN,NOC,FR,4296,585,600,,0,738,EIN-NOC,62
EIN,OPO,FR,4296,585,1636,,0,738,EIN-OPO,62
EIN,PMI,FR,4296,585,3998,,0,738,EIN-PMI,62
EIN,PSA,FR,4296,585,1562,,0,738,EIN-PSA,62
EIN,RAK,FR,4296,585,1075,,0,738,EIN-RAK,62
EIN,REU,FR,4296,585,1236,,0,738,EIN-REU,62
EIN,STN,FR,4296,585,548,,0,738,EIN-STN,62
EIN,SVQ,FR,4296,585,1253,,0,738,EIN-SVQ,62
EIN,TPS,FR,4296,585,1515,,0,738,EIN-TPS,62
EIN,TSF,FR,4296,585,1539,,0,738,EIN-TSF,62
EIN,WMI,FR,4296,585,8414,,0,738,EIN-WMI,62
EMA,ACE,FR,4296,523,1055,,0,738,EMA-ACE,57
EMA,AGP,FR,4296,523,1230,,0,738,EMA-AGP,57
EMA,ALC,FR,4296,523,1212,,0,738,EMA-ALC,57
EMA,BCN,FR,4296,523,1218,,0,738,EMA-BCN,57
EMA,BGY,FR,4296,523,1525,,0,738,EMA-BGY,57
EMA,CCF,FR,4296,523,1352,,0,738,EMA-CCF,57
EMA,CFU,FR,4296,523,1460,,0,738,EMA-CFU,57
EMA,CHQ,FR,4296,523,1474,,0,738,EMA-CHQ,57
EMA,CIA,FR,4296,523,1553,,0,738,EMA-CIA,57
EMA,DNR,FR,4296,523,1405,,0,738,EMA-DNR,57
EMA,DUB,FR,4296,523,599,,0,738,EMA-DUB,57
EMA,EGC,FR,4296,523,1265,,0,738,EMA-EGC,57
EMA,FAO,FR,4296,523,1626,,0,738,EMA-FAO,57
EMA,FUE,FR,4296,523,1051,,0,738,EMA-FUE,57
EMA,GRO,FR,4296,523,1222,,0,738,EMA-GRO,57
EMA,IBZ,FR,4296,523,1225,,0,738,EMA-IBZ,57
EMA,KRK,FR,4296,523,669,,0,738,EMA-KRK,57
EMA,LEI,FR,4296,523,1213,,0,738,EMA-LEI,57
EMA,LIG,FR,4296,523,1270,,0,738,EMA-LIG,57
EMA,LPA,FR,4296,523,1054,,0,738,EMA-LPA,57
EMA,LRH,FR,4296,523,6493,,0,738,EMA-LRH,57
EMA,MAH,FR,4296,523,1231,,0,738,EMA-MAH,57
EMA,MJV,FR,4296,523,1227,,0,738,EMA-MJV,57
EMA,NOC,FR,4296,523,600,,0,738,EMA-NOC,57
EMA,ORK,FR,4296,523,596,,0,738,EMA-ORK,57
EMA,PMI,FR,4296,523,3998,,0,738,EMA-PMI,57
EMA,PSA,FR,4296,523,1562,,0,738,EMA-PSA,57
EMA,REU,FR,4296,523,1236,,0,738,EMA-REU,57
EMA,RHO,FR,4296,523,1472,,0,738,EMA-RHO,57
EMA,RIX,FR,4296,523,3953,,0,738,EMA-RIX,57
EMA,RZE,FR,4296,523,675,,0,738,EMA-RZE,57
EMA,SXF,FR,4296,523,337,,0,738,EMA-SXF,57
EMA,TFS,FR,4296,523,1056,,0,738,EMA-TFS,57
EMA,TSF,FR,4296,523,1539,,0,738,EMA-TSF,57
EMA,VLC,FR,4296,523,1246,,0,738,EMA-VLC,57
EMA,WMI,FR,4296,523,8414,,0,738,EMA-WMI,57
EMA,WRO,FR,4296,523,680,,0,738,EMA-WRO,57
ESU,MRS,FR,4296,5671,1353,,0,738,ESU-MRS,2
FAO,BHX,FR,4296,1626,469,,0,738,FAO-BHX,63
FAO,BLL,FR,4296,1626,608,,0,738,FAO-BLL,63
FAO,BOH,FR,4296,1626,494,,0,738,FAO-BOH,63
FAO,BRE,FR,4296,1626,353,,0,738,FAO-BRE,63
FAO,BRS,FR,4296,1626,490,,0,738,FAO-BRS,63
FAO,BVA,FR,4296,1626,1367,,0,738,FAO-BVA,63
FAO,CRL,FR,4296,1626,304,,0,738,FAO-CRL,63
FAO,DTM,FR,4296,1626,373,,0,738,FAO-DTM,63
FAO,EDI,FR,4296,1626,535,,0,738,FAO-EDI,63
FAO,EIN,FR,4296,1626,585,,0,738,FAO-EIN,63
FAO,EMA,FR,4296,1626,523,,0,738,FAO-EMA,63
FAO,FMM,FR,4296,1626,3986,,0,738,FAO-FMM,63
FAO,HHN,FR,4296,1626,355,,0,738,FAO-HHN,63
FAO,KIR,FR,4296,1626,601,,0,738,FAO-KIR,63
FAO,LBA,FR,4296,1626,517,,0,738,FAO-LBA,63
FAO,LDY,FR,4296,1626,468,,0,738,FAO-LDY,63
FAO,LIS,FR,4296,1626,1638,,0,738,FAO-LIS,63
FAO,LPL,FR,4296,1626,491,,0,738,FAO-LPL,63
FAO,MAN,FR,4296,1626,478,,0,738,FAO-MAN,63
FAO,MST,FR,4296,1626,582,,0,738,FAO-MST,63
FAO,NOC,FR,4296,1626,600,,0,738,FAO-NOC,63
FAO,NRN,FR,4296,1626,4198,,0,738,FAO-NRN,63
FAO,OPO,FR,4296,1626,1636,,0,738,FAO-OPO,63
FAO,PIK,FR,4296,1626,537,,0,738,FAO-PIK,63
FAO,STN,FR,4296,1626,548,,0,738,FAO-STN,63
FEZ,BCN,FR,4296,1066,1218,,0,738,FEZ-BCN,16
FEZ,BGY,FR,4296,1066,1525,,0,738,FEZ-BGY,16
FEZ,BVA,FR,4296,1066,1367,,0,738,FEZ-BVA,16
FEZ,CRL,FR,4296,1066,304,,0,738,FEZ-CRL,16
