source_airport,destination_airport,Airline,Airline ID,Source airport ID,Destination airport ID,Codeshare,Stops,Equipment,Route,number_airport
AER,KZN,2B,410,2965,2990,,0,CR2,AER-KZN,17
ASF,KZN,2B,410,2966,2990,,0,CR2,ASF-KZN,7
ASF,MRV,2B,410,2966,2962,,0,CR2,ASF-MRV,7
CEK,KZN,2B,410,2968,2990,,0,CR2,CEK-KZN,14
CEK,OVB,2B,410,2968,4078,,0,CR2,CEK-OVB,14
DME,KZN,2B,410,4029,2990,,0,CR2,DME-KZN,189
DME,NBC,2B,410,4029,6969,,0,CR2,DME-NBC,189
DME,TGK,2B,410,4029,\N,,0,CR2,DME-TGK,189
DME,UUA,2B,410,4029,6160,,0,CR2,DME-UUA,189
EGO,KGD,2B,410,6156,2952,,0,CR2,EGO-KGD,9
EGO,KZN,2B,410,6156,2990,,0,CR2,EGO-KZN,9
GYD,NBC,2B,410,2922,6969,,0,CR2,GYD-NBC,39
KGD,EGO,2B,410,2952,6156,,0,CR2,KGD-EGO,10
KZN,AER,2B,410,2990,2965,,0,CR2,KZN-AER,21
KZN,ASF,2B,410,2990,2966,,0,CR2,KZN-ASF,21
KZN,CEK,2B,410,2990,2968,,0,CR2,KZN-CEK,21
KZN,DME,2B,410,2990,4029,,0,CR2,KZN-DME,21
KZN,EGO,2B,410,2990,6156,,0,CR2,KZN-EGO,21
KZN,LED,2B,410,2990,2948,,0,CR2,KZN-LED,21
KZN,SVX,2B,410,2990,2975,,0,CR2,KZN-SVX,21
LED,KZN,2B,410,2948,2990,,0,CR2,LED-KZN,110
LED,NBC,2B,410,2948,6969,,0,CR2,LED-NBC,110
LED,UUA,2B,410,2948,6160,,0,CR2,LED-UUA,110
MRV,ASF,2B,410,2962,2966,,0,CR2,MRV-ASF,16
NBC,DME,2B,410,6969,4029,,0,CR2,NBC-DME,7
NBC,GYD,2B,410,6969,2922,,0,CR2,NBC-GYD,7
NBC,LED,2B,410,6969,2948,,0,CR2,NBC-LED,7
NBC,SVX,2B,410,6969,2975,,0,CR2,NBC-SVX,7
NJC,SVX,2B,410,2972,2975,,0,CR2,NJC-SVX,9
NJC,UUA,2B,410,2972,6160,,0,CR2,NJC-UUA,9
NUX,SVX,2B,410,4364,2975,,0,CR2,NUX-SVX,10
OVB,CEK,2B,410,4078,2968,,0,CR2,OVB-CEK,52
OVB,SVX,2B,410,4078,2975,,0,CR2,OVB-SVX,52
SVX,KZN,2B,410,2975,2990,,0,CR2,SVX-KZN,65
SVX,NBC,2B,410,2975,6969,,0,CR2,SVX-NBC,65
SVX,NJC,2B,410,2975,2972,,0,CR2,SVX-NJC,65
SVX,NUX,2B,410,2975,4364,,0,CR2,SVX-NUX,65
SVX,OVB,2B,410,2975,4078,,0,CR2,SVX-OVB,65
TGK,DME,2B,410,\N,4029,,0,CR2,TGK-DME,1
UUA,DME,2B,410,6160,4029,,0,CR2,UUA-DME,3
UUA,LED,2B,410,6160,2948,,0,CR2,UUA-LED,3
UUA,NJC,2B,410,6160,2972,,0,CR2,UUA-NJC,3
BTK,IKT,2G,1654,2936,2937,,0,A81,BTK-IKT,4
BTK,OVB,2G,1654,2936,4078,,0,A81,BTK-OVB,4
HTA,IKT,2G,1654,2935,2937,,0,AN4,HTA-IKT,9
IKT,BTK,2G,1654,2937,2936,,0,A81,IKT-BTK,28
IKT,HTA,2G,1654,2937,2935,,0,AN4,IKT-HTA,28
IKT,KCK,2G,1654,2937,\N,,0,AN4,IKT-KCK,28
IKT,ODO,2G,1654,2937,8944,,0,AN4,IKT-ODO,28
IKT,OVB,2G,1654,2937,4078,,0,A81,IKT-OVB,28
IKT,UKX,2G,1654,2937,6924,,0,AN4,IKT-UKX,28
IKT,ULK,2G,1654,2937,9026,,0,AN4,IKT-ULK,28
IKT,YKS,2G,1654,2937,2923,,0,A81,IKT-YKS,28
KCK,IKT,2G,1654,\N,2937,,0,AN4,KCK-IKT,1
MJZ,OVB,2G,1654,2925,4078,,0,A81,MJZ-OVB,6
ODO,IKT,2G,1654,8944,2937,,0,AN4,ODO-IKT,1
OVB,BTK,2G,1654,4078,2936,,0,A81,OVB-BTK,52
OVB,IKT,2G,1654,4078,2937,,0,A81,OVB-IKT,52
UKX,IKT,2G,1654,6924,2937,,0,AN4,UKX-IKT,1
ULK,IKT,2G,1654,9026,2937,,0,AN4,ULK-IKT,2
YKS,IKT,2G,1654,2923,2937,,0,A81,YKS-IKT,23
AYP,LIM,2I,8359,2786,2789,,0,142,AYP-LIM,1
CUZ,LIM,2I,8359,2812,2789,,0,142 141,CUZ-LIM,5
CUZ,PEM,2I,8359,2812,2808,,0,142,CUZ-PEM,5
HUU,LIM,2I,8359,6067,2789,,0,141,HUU-LIM,1
IQT,PCL,2I,8359,2801,2781,,0,143,IQT-PCL,4
IQT,TPP,2I,8359,2801,2806,,0,142,IQT-TPP,4
LIM,AYP,2I,8359,2789,2786,,0,142,LIM-AYP,57
LIM,CUZ,2I,8359,2789,2812,,0,142 141,LIM-CUZ,57
LIM,HUU,2I,8359,2789,6067,,0,141,LIM-HUU,57
LIM,PCL,2I,8359,2789,2781,,0,143 146,LIM-PCL,57
LIM,TPP,2I,8359,2789,2806,,0,142 146,LIM-TPP,57
PCL,IQT,2I,8359,2781,2801,,0,143,PCL-IQT,3
PCL,LIM,2I,8359,2781,2789,,0,143 146,PCL-LIM,3
PCL,TPP,2I,8359,2781,2806,,0,146,PCL-TPP,3
PEM,CUZ,2I,8359,2808,2812,,0,142,PEM-CUZ,2
TPP,IQT,2I,8359,2806,2801,,0,142,TPP-IQT,3
TPP,LIM,2I,8359,2806,2789,,0,142 146,TPP-LIM,3
TPP,PCL,2I,8359,2806,2781,,0,146,TPP-PCL,3
ABJ,BOY,2J,470,253,247,,0,CRJ,ABJ-BOY,21
ABJ,OUA,2J,470,253,246,,0,E70 CRJ M87,ABJ-OUA,21
ACC,OUA,2J,470,248,246,,0,CRJ,ACC-OUA,30
BKO,ABJ,2J,470,1044,253,,0,M87,BKO-ABJ,16
BKO,DKR,2J,470,1044,1084,,0,M87,BKO-DKR,16
BKO,OUA,2J,470,1044,246,,0,CRJ,BKO-OUA,16
BOY,ABJ,2J,470,247,253,,0,CRJ,BOY-ABJ,2
BOY,OUA,2J,470,247,246,,0,CRJ,BOY-OUA,2
COO,LFW,2J,470,245,298,,0,M87,COO-LFW,18
COO,OUA,2J,470,245,246,,0,M87,COO-OUA,18
DKR,BKO,2J,470,1084,1044,,0,M87,DKR-BKO,31
DKR,OUA,2J,470,1084,246,,0,M87,DKR-OUA,31
LFW,OUA,2J,470,298,246,,0,M87 CRJ,LFW-OUA,14
NIM,OUA,2J,470,280,246,,0,CRJ,NIM-OUA,8
OUA,ABJ,2J,470,246,253,,0,E70 CRJ M87,OUA-ABJ,15
OUA,ACC,2J,470,246,248,,0,CRJ,OUA-ACC,15
OUA,BKO,2J,470,246,1044,,0,M87 CRJ,OUA-BKO,15
OUA,BOY,2J,470,246,247,,0,CRJ,OUA-BOY,15
OUA,COO,2J,470,246,245,,0,M87,OUA-COO,15
OUA,DKR,2J,470,246,1084,,0,M87,OUA-DKR,15
OUA,LFW,2J,470,246,298,,0,CRJ,OUA-LFW,15
OUA,NIM,2J,470,246,280,,0,CRJ,OUA-NIM,15
BOG,GYE,2K,1338,2709,2673,,0,319,BOG-GYE,74
BOG,UIO,2K,1338,2709,2688,,0,319 320,BOG-UIO,74
CLO,GYE,2K,1338,2715,2673,,0,319,CLO-GYE,18
GYE,BOG,2K,1338,2673,2709,,0,319,GYE-BOG,19
GYE,CLO,2K,1338,2673,2715,,0,319,GYE-CLO,19
GYE,SCY,2K,1338,2673,6045,,0,319 320,GYE-SCY,19
GYE,UIO,2K,1338,2673,2688,,0,320 319,GYE-UIO,19
OCC,UIO,2K,1338,2670,2688,,0,319,OCC-UIO,2
SCY,GYE,2K,1338,6045,2673,,0,319 320,SCY-GYE,1
UIO,BOG,2K,1338,2688,2709,,0,319 320,UIO-BOG,23
UIO,GYE,2K,1338,2688,2673,,0,319,UIO-GYE,23
UIO,OCC,2K,1338,2688,2670,,0,319,UIO-OCC,23
BDS,ZRH,2L,2750,1506,1678,,0,100,BDS-ZRH,19
BOD,ZRH,2L,2750,1264,1678,,0,100,BOD-ZRH,49
BRS,ZRH,2L,2750,490,1678,,0,100,BRS-ZRH,73
GVA,LPA,2L,2750,1665,1054,,0,319,GVA-LPA,101
LCA,ZRH,2L,2750,1197,1678,,0,319,LCA-ZRH,53
LPA,ZRH,2L,2750,1054,1678,,0,319,LPA-ZRH,80
RMF,ZRH,2L,2750,4197,1678,,0,319,RMF-ZRH,4
TFS,GVA,2L,2750,1056,1665,,0,319,TFS-GVA,83
ZRH,BDS,2L,2750,1678,1506,,0,100,ZRH-BDS,137
ZRH,BOD,2L,2750,1678,1264,,0,100,ZRH-BOD,137
ZRH,BRS,2L,2750,1678,490,,0,100,ZRH-BRS,137
ZRH,LCA,2L,2750,1678,1197,,0,319,ZRH-LCA,137
ZRH,LPA,2L,2750,1678,1054,,0,319,ZRH-LPA,137
ZRH,RMF,2L,2750,1678,4197,,0,319,ZRH-RMF,137
AJR,LYC,2N,3652,730,719,,0,ATP,AJR-LYC,1
ARN,GEV,2N,3652,737,715,,0,ATP,ARN-GEV,123
ARN,HAD,2N,3652,737,709,,0,SF3,ARN-HAD,123
ARN,JKG,2N,3652,737,688,,0,ATP SF3,ARN-JKG,123
ARN,KRF,2N,3652,737,718,,0,ATP,ARN-KRF,123
ARN,KSD,2N,3652,737,5595,,0,SF3,ARN-KSD,123
ARN,LYC,2N,3652,737,719,,0,ATP,ARN-LYC,123
ARN,MHQ,2N,3652,737,442,,0,SF3,ARN-MHQ,123
ARN,OER,2N,3652,737,722,,0,ATR,ARN-OER,123
ARN,POR,2N,3652,737,448,,0,SF3,ARN-POR,123
ARN,TRF,2N,3652,737,664,,0,SF3,ARN-TRF,123
ARN,VBY,2N,3652,737,746,,0,SF3 ATP,ARN-VBY,123
ARN,VHM,2N,3652,737,729,,0,SF3,ARN-VHM,123
ARN,VXO,2N,3652,737,711,,0,SF3,ARN-VXO,123
GEV,ARN,2N,3652,715,737,,0,ATP,GEV-ARN,4
GEV,KRF,2N,3652,715,718,,0,ATP,GEV-KRF,4
HAD,ARN,2N,3652,709,737,,0,SF3 ATP,HAD-ARN,4
HAD,JKG,2N,3652,709,688,,0,ATP SF3,HAD-JKG,4
HAD,VXO,2N,3652,709,711,,0,SF3,HAD-VXO,4
HMV,VHM,2N,3652,5599,729,,0,SF3,HMV-VHM,1
JKG,ARN,2N,3652,688,737,,0,ATP SF3,JKG-ARN,2
JKG,HAD,2N,3652,688,709,,0,ATP SF3,JKG-HAD,2
KOK,POR,2N,3652,435,448,,0,SF3,KOK-POR,2
KRF,ARN,2N,3652,718,737,,0,ATP,KRF-ARN,2
KRF,GEV,2N,3652,718,715,,0,ATP,KRF-GEV,2
KSD,ARN,2N,3652,5595,737,,0,SF3,KSD-ARN,2
LYC,AJR,2N,3652,719,730,,0,ATP,LYC-AJR,2
LYC,ARN,2N,3652,719,737,,0,ATP,LYC-ARN,2
MHQ,ARN,2N,3652,442,737,,0,SF3,MHQ-ARN,3
MHQ,TKU,2N,3652,442,460,,0,SF3,MHQ-TKU,3
OER,ARN,2N,3652,722,737,,0,ATR,OER-ARN,1
OSL,VXO,2N,3652,644,711,,0,SF3,OSL-VXO,104
POR,ARN,2N,3652,448,737,,0,SF3,POR-ARN,3
POR,KOK,2N,3652,448,435,,0,SF3,POR-KOK,3
TKU,MHQ,2N,3652,460,442,,0,SF3,TKU-MHQ,7
TRF,ARN,2N,3652,664,737,,0,SF3,TRF-ARN,30
VBY,ARN,2N,3652,746,737,,0,SF3 ATP,VBY-ARN,4
VHM,ARN,2N,3652,729,737,,0,SF3,VHM-ARN,2
VHM,HMV,2N,3652,729,5599,,0,SF3,VHM-HMV,2
VXO,ARN,2N,3652,711,737,,0,SF3,VXO-ARN,5
VXO,OSL,2N,3652,711,644,,0,SF3,VXO-OSL,5
ADQ,AOS,2O,146,3531,7167,,0,BNI,ADQ-AOS,8
ADQ,KKB,2O,146,3531,7168,,0,BNI,ADQ-KKB,8
ADQ,KLN,2O,146,3531,7162,,0,BNI,ADQ-KLN,8
ADQ,KOZ,2O,146,3531,7164,,0,BNI,ADQ-KOZ,8
ADQ,OLH,2O,146,3531,7163,,0,BNI,ADQ-OLH,8
AOS,KZB,2O,146,7167,7176,,0,BNI,AOS-KZB,1
KKB,SYB,2O,146,7168,7173,,0,BNI,KKB-SYB,1
KLN,KYK,2O,146,7162,7161,,0,BNI,KLN-KYK,1
KOZ,ORI,2O,146,7164,7165,,0,BNI,KOZ-ORI,2
SYB,KPR,2O,146,7173,7172,,0,BNI,SYB-KPR,1
BSO,MNL,2P,897,6019,2397,,0,DH4,BSO-MNL,1
BXU,MNL,2P,897,4200,2397,,0,320,BXU-MNL,2
CBO,MNL,2P,897,2399,2397,,0,320,CBO-MNL,1
CGY,MNL,2P,897,2400,2397,,0,320,CGY-MNL,5
CRM,MNL,2P,897,6024,2397,,0,DH4,CRM-MNL,1
DGT,MNL,2P,897,2425,2397,,0,320,DGT-MNL,2
DWC,MNL,2P,897,8076,2397,,0,330,DWC-MNL,40
GES,MNL,2P,897,2402,2397,Y,0,320,GES-MNL,3
KLO,MNL,2P,897,2430,2397,,0,320,KLO-MNL,8
LGP,MNL,2P,897,4203,2397,,0,320,LGP-MNL,2
MNL,BSO,2P,897,2397,6019,,0,DH4,MNL-BSO,78
MNL,BXU,2P,897,2397,4200,,0,320,MNL-BXU,78
MNL,CBO,2P,897,2397,2399,,0,320,MNL-CBO,78
MNL,CGY,2P,897,2397,2400,,0,320,MNL-CGY,78
MNL,CRM,2P,897,2397,6024,,0,DH4,MNL-CRM,78
MNL,DGT,2P,897,2397,2425,,0,320,MNL-DGT,78
MNL,DWC,2P,897,2397,8076,,0,330,MNL-DWC,78
MNL,GES,2P,897,2397,2402,Y,0,320,MNL-GES,78
MNL,KLO,2P,897,2397,2430,,0,320,MNL-KLO,78
MNL,LGP,2P,897,2397,4203,,0,320,MNL-LGP,78
MNL,MPH,2P,897,2397,2426,,0,DH3,MNL-MPH,78
MNL,OZC,2P,897,2397,4204,,0,320,MNL-OZC,78
MNL,PPS,2P,897,2397,2433,,0,320,MNL-PPS,78
MNL,RXS,2P,897,2397,6026,,0,320,MNL-RXS,78
MNL,SUG,2P,897,2397,6016,,0,DH4,MNL-SUG,78
MNL,TUG,2P,897,2397,6021,,0,DH4,MNL-TUG,78
MNL,ZAM,2P,897,2397,2404,,0,320,MNL-ZAM,78
MPH,MNL,2P,897,2426,2397,,0,DH3,MPH-MNL,2
OZC,MNL,2P,897,4204,2397,,0,320,OZC-MNL,2
PPS,MNL,2P,897,2433,2397,,0,320,PPS-MNL,5
RXS,MNL,2P,897,6026,2397,,0,320,RXS-MNL,1
SUG,MNL,2P,897,6016,2397,,0,DH4,SUG-MNL,2
TUG,MNL,2P,897,6021,2397,,0,DH4,TUG-MNL,1
ZAM,MNL,2P,897,2404,2397,,0,320,ZAM-MNL,4
AUX,PMW,2Z,1729,7376,4214,,0,AT7,AUX-PMW,3
BRA,BSB,2Z,1729,7373,2531,,0,AT7,BRA-BSB,2
BRA,SSA,2Z,1729,7373,2621,,0,AT7,BRA-SSA,2
BSB,BRA,2Z,1729,2531,7373,,0,AT7,BSB-BRA,44
BSB,OPS,2Z,1729,2531,7367,,0,AT7,BSB-OPS,44
BSB,RAO,2Z,1729,2531,2613,,0,AT7,BSB-RAO,44
CAC,GRU,2Z,1729,2535,2564,,0,AT7,CAC-GRU,3
CGB,GYN,2Z,1729,2548,2562,,0,AT7,CGB-GYN,18
CGB,OPS,2Z,1729,2548,7367,,0,AT7,CGB-OPS,18
CGR,DOU,2Z,1729,2538,7380,,0,AT7,CGR-DOU,10
DOU,CGR,2Z,1729,7380,2538,,0,AT7,DOU-CGR,3
DOU,GRU,2Z,1729,7380,2564,,0,AT7,DOU-GRU,3
GIG,RAO,2Z,1729,2560,2613,,0,AT7,GIG-RAO,49
GRU,CAC,2Z,1729,2564,2535,,0,AT7,GRU-CAC,92
GRU,DOU,2Z,1729,2564,7380,,0,AT7,GRU-DOU,92
GRU,RAO,2Z,1729,2564,2613,,0,AT7,GRU-RAO,92
GRU,UBA,2Z,1729,2564,2635,,0,AT7,GRU-UBA,92
GRU,UDI,2Z,1729,2564,2633,,0,AT7,GRU-UDI,92
GRU,VDC,2Z,1729,2564,6039,,0,AT7,GRU-VDC,92
GYN,CGB,2Z,1729,2562,2548,,0,AT7,GYN-CGB,11
GYN,PMW,2Z,1729,2562,4214,,0,AT7,GYN-PMW,11
GYN,RAO,2Z,1729,2562,2613,,0,AT7,GYN-RAO,11
GYN,UDI,2Z,1729,2562,2633,,0,AT7,GYN-UDI,11
OPS,BSB,2Z,1729,7367,2531,,0,AT7,OPS-BSB,2
OPS,CGB,2Z,1729,7367,2548,,0,AT7,OPS-CGB,2
PLU,RAO,2Z,1729,2528,2613,,0,AT7,PLU-RAO,12
PMW,AUX,2Z,1729,4214,7376,,0,AT7,PMW-AUX,3
PMW,GYN,2Z,1729,4214,2562,,0,AT7,PMW-GYN,3
RAO,BSB,2Z,1729,2613,2531,,0,AT7,RAO-BSB,12
RAO,GIG,2Z,1729,2613,2560,,0,AT7,RAO-GIG,12
RAO,GRU,2Z,1729,2613,2564,,0,AT7,RAO-GRU,12
RAO,GYN,2Z,1729,2613,2562,,0,AT7,RAO-GYN,12
RAO,PLU,2Z,1729,2613,2528,,0,AT7,RAO-PLU,12
RAO,SJP,2Z,1729,2613,2619,,0,AT7,RAO-SJP,12
RAO,UDI,2Z,1729,2613,2633,,0,AT7,RAO-UDI,12
SJP,RAO,2Z,1729,2619,2613,,0,AT7,SJP-RAO,6
SSA,BRA,2Z,1729,2621,7373,,0,AT7,SSA-BRA,29
SSA,VDC,2Z,1729,2621,6039,,0,AT7,SSA-VDC,29
UBA,GRU,2Z,1729,2635,2564,,0,AT7,UBA-GRU,4
UBA,UDI,2Z,1729,2635,2633,,0,AT7,UBA-UDI,4
UDI,GRU,2Z,1729,2633,2564,,0,AT7,UDI-GRU,9
UDI,GYN,2Z,1729,2633,2562,,0,AT7,UDI-GYN,9
UDI,RAO,2Z,1729,2633,2613,,0,AT7,UDI-RAO,9
UDI,UBA,2Z,1729,2633,2635,,0,AT7,UDI-UBA,9
VDC,GRU,2Z,1729,6039,2564,,0,AT7,VDC-GRU,4
VDC,SSA,2Z,1729,6039,2621,,0,AT7,VDC-SSA,4
BRL,ORD,3E,10739,5726,3830,,0,CNC,BRL-ORD,2
BRL,STL,3E,10739,5726,3678,,0,CNC,BRL-STL,2
DEC,ORD,3E,10739,4042,3830,,0,CNC,DEC-ORD,2
DEC,STL,3E,10739,4042,3678,,0,CNC,DEC-STL,2
JBR,STL,3E,10739,3591,3678,,0,CNC,JBR-STL,1
ORD,BRL,3E,10739,3830,5726,,0,CNC,ORD-BRL,206
ORD,DEC,3E,10739,3830,4042,,0,CNC,ORD-DEC,206
STL,BRL,3E,10739,3678,5726,,0,CNC,STL-BRL,60
STL,DEC,3E,10739,3678,4042,,0,CNC,STL-DEC,60
STL,JBR,3E,10739,3678,3591,,0,CNC,STL-JBR,60
CGA,HYL,3F,16262,7144,7145,,0,DHP,CGA-HYL,3
CGA,KTN,3F,16262,7144,3808,,0,DHP,CGA-KTN,3
HYL,CGA,3F,16262,7145,7144,,0,DHP,HYL-CGA,3
HYL,KTB,3F,16262,7145,7147,,0,DHP,HYL-KTB,3
HYL,KTN,3F,16262,7145,3808,,0,DHP,HYL-KTN,3
KTB,HYL,3F,16262,7147,7145,,0,DHP,KTB-HYL,3
KTB,KTN,3F,16262,7147,3808,,0,DHP,KTB-KTN,3
KTN,CGA,3F,16262,3808,7144,,0,DHP,KTN-CGA,13
KTN,HYL,3F,16262,3808,7145,,0,DHP,KTN-HYL,13
KTN,KTB,3F,16262,3808,7147,,0,DHP,KTN-KTB,13
KTN,MTM,3F,16262,3808,7146,,0,DHP,KTN-MTM,13
MTM,KTN,3F,16262,7146,3808,,0,DHP,MTM-KTN,1
ACC,DKR,3G,595,248,1084,,0,319,ACC-DKR,30
ACC,LOS,3G,595,248,273,,0,319,ACC-LOS,30
ACC,ROB,3G,595,248,1063,,0,319,ACC-ROB,30
BCN,BJL,3G,595,1218,1050,,0,319,BCN-BJL,163
BJL,BCN,3G,595,1050,1218,,0,319,BJL-BCN,7
BJL,DKR,3G,595,1050,1084,,0,319,BJL-DKR,7
BJL,FNA,3G,595,1050,1059,,0,319,BJL-FNA,7
CKY,OXB,3G,595,4162,5665,,0,319,CKY-OXB,8
DKR,ACC,3G,595,1084,248,,0,319,DKR-ACC,31
DKR,BJL,3G,595,1084,1050,,0,319,DKR-BJL,31
DKR,DLA,3G,595,1084,897,,0,319,DKR-DLA,31
DKR,FNA,3G,595,1084,1059,,0,319,DKR-FNA,31
DKR,LOS,3G,595,1084,273,,0,319,DKR-LOS,31
DKR,OXB,3G,595,1084,5665,,0,319,DKR-OXB,31
DLA,DKR,3G,595,897,1084,,0,319,DLA-DKR,21
DLA,LOS,3G,595,897,273,,0,319,DLA-LOS,21
FNA,BJL,3G,595,1059,1050,,0,319,FNA-BJL,11
FNA,DKR,3G,595,1059,1084,,0,319,FNA-DKR,11
FNA,LGW,3G,595,1059,502,,0,319,FNA-LGW,11
FNA,ROB,3G,595,1059,1063,,0,319,FNA-ROB,11
LGW,FNA,3G,595,502,1059,,0,319,LGW-FNA,165
LOS,ACC,3G,595,273,248,,0,319,LOS-ACC,43
LOS,DKR,3G,595,273,1084,,0,319,LOS-DKR,43
LOS,DLA,3G,595,273,897,,0,319,LOS-DLA,43
LOS,ROB,3G,595,273,1063,,0,319,LOS-ROB,43
OXB,CKY,3G,595,5665,4162,,0,319,OXB-CKY,5
OXB,DKR,3G,595,5665,1084,,0,319,OXB-DKR,5
ROB,ACC,3G,595,1063,248,,0,319,ROB-ACC,6
ROB,FNA,3G,595,1063,1059,,0,319,ROB-FNA,6
ROB,LOS,3G,595,1063,273,,0,319,ROB-LOS,6
AKV,YIK,3H,\N,5506,5504,,0,DH8,AKV-YIK,2
AKV,YPX,3H,\N,5506,6727,,0,DH8,AKV-YPX,2
XGR,YVP,3H,\N,5512,154,,0,DHT BET,XGR-YVP,1
YGL,YGW,3H,\N,62,5496,,0,DHT,YGL-YGW,3
YGL,YPX,3H,\N,62,6727,,0,73M,YGL-YPX,3
YGL,YUL,3H,\N,62,146,,0,73M,YGL-YUL,3
YGW,YGL,3H,\N,5496,62,,0,DHT,YGW-YGL,7
YGW,YPH,3H,\N,5496,5520,,0,BET,YGW-YPH,7
YGW,YSK,3H,\N,5496,5529,,0,DH8,YGW-YSK,7
YGW,YUD,3H,\N,5496,5515,,0,DH8,YGW-YUD,7
YGW,YUL,3H,\N,5496,146,,0,DH8,YGW-YUL,7
YGW,YUY,3H,\N,5496,149,,0,DH8,YGW-YUY,7
YIK,AKV,3H,\N,5504,5506,,0,DH8,YIK-AKV,2
YIK,YZG,3H,\N,5504,5535,,0,DH8,YIK-YZG,2
YKG,YPJ,3H,\N,5481,5508,,0,DHT DH8,YKG-YPJ,3
YKG,YQC,3H,\N,5481,5499,,0,DH8,YKG-YQC,3
YKG,YVP,3H,\N,5481,154,,0,DH8 DHT,YKG-YVP,3
YKL,YQB,3H,\N,80,111,,0,DH8,YKL-YQB,4
YKL,YVP,3H,\N,80,154,,0,DH8 BET,YKL-YVP,4
YKL,YWK,3H,\N,80,161,,0,BET,YKL-YWK,4
YKL,YZV,3H,\N,80,202,,0,BET DH8,YKL-YZV,4
YPH,YPX,3H,\N,5520,6727,,0,DH8 BET,YPH-YPX,3
YPH,YUD,3H,\N,5520,5515,,0,DH8,YPH-YUD,3
YPH,YVP,3H,\N,5520,154,,0,BET,YPH-YVP,3
YPJ,YKG,3H,\N,5508,5481,,0,DHT DH8,YPJ-YKG,3
YPJ,YTQ,3H,\N,5508,6728,,0,DHT DH8,YPJ-YTQ,3
YPJ,YVP,3H,\N,5508,154,,0,DHT,YPJ-YVP,3
YPX,AKV,3H,\N,6727,5506,,0,DH8,YPX-AKV,4
YPX,YGL,3H,\N,6727,62,,0,73M,YPX-YGL,4
YPX,YPH,3H,\N,6727,5520,,0,DH8,YPX-YPH,4
YPX,YVP,3H,\N,6727,154,,0,BET,YPX-YVP,4
YQB,YKL,3H,\N,111,80,,0,DH8,YQB-YKL,18
YQB,YUL,3H,\N,111,146,,0,DH8,YQB-YUL,18
YQC,YKG,3H,\N,5499,5481,,0,DH8,YQC-YKG,2
YQC,YWB,3H,\N,5499,7253,,0,DH8,YQC-YWB,2
YSK,YGW,3H,\N,5529,5496,,0,DH8,YSK-YGW,3
YSK,YUD,3H,\N,5529,5515,,0,DH8,YSK-YUD,3
YTQ,YPJ,3H,\N,6728,5508,,0,DHT DH8,YTQ-YPJ,2
YTQ,YVP,3H,\N,6728,154,,0,DHT DH8,YTQ-YVP,2
YUD,YGW,3H,\N,5515,5496,,0,DH8,YUD-YGW,3
YUD,YPH,3H,\N,5515,5520,,0,DH8,YUD-YPH,3
YUD,YSK,3H,\N,5515,5529,,0,DH8,YUD-YSK,3
YUL,YGL,3H,\N,146,62,,0,73M,YUL-YGL,93
YUL,YGW,3H,\N,146,5496,,0,DH8,YUL-YGW,93
YUL,YQB,3H,\N,146,111,,0,DH8,YUL-YQB,93
YUL,YUY,3H,\N,146,149,,0,DH8,YUL-YUY,93
YUY,YGW,3H,\N,149,5496,,0,DH8,YUY-YGW,3
YUY,YUL,3H,\N,149,146,,0,DH8,YUY-YUL,3
YVP,XGR,3H,\N,154,5512,,0,DHT BET,YVP-XGR,10
YVP,YGW,3H,\N,154,5496,,0,BET,YVP-YGW,10
YVP,YKG,3H,\N,154,5481,,0,DH8,YVP-YKG,10
YVP,YKL,3H,\N,154,80,,0,DH8 BET,YVP-YKL,10
YVP,YPH,3H,\N,154,5520,,0,BET,YVP-YPH,10
YVP,YPJ,3H,\N,154,5508,,0,DHT,YVP-YPJ,10
YVP,YPX,3H,\N,154,6727,,0,BET,YVP-YPX,10
YVP,YTQ,3H,\N,154,6728,,0,DHT DH8,YVP-YTQ,10
YWB,YQC,3H,\N,7253,5499,,0,DH8,YWB-YQC,2
YWB,YZG,3H,\N,7253,5535,,0,DH8,YWB-YZG,2
YWK,YKL,3H,\N,161,80,,0,BET,YWK-YKL,10
YWK,YZV,3H,\N,161,202,,0,BET,YWK-YZV,10
YZG,YIK,3H,\N,5535,5504,,0,DH8,YZG-YIK,2
YZG,YWB,3H,\N,5535,7253,,0,DH8,YZG-YWB,2
YZV,YKL,3H,\N,202,80,,0,BET DH8,YZV-YKL,11
YZV,YWK,3H,\N,202,161,,0,BET,YZV-YWK,11
JIB,DXB,3J,5521,4119,2188,,0,737,JIB-DXB,12
JIB,JED,3J,5521,4119,2072,,0,737,JIB-JED,12
JIB,MGQ,3J,5521,4119,5687,,0,737,JIB-MGQ,12
MGQ,NBO,3J,5521,5687,4059,,0,737,MGQ-NBO,7
NBO,MGQ,3J,5521,4059,5687,,0,737,NBO-MGQ,64
BKK,SIN,3K,3021,3885,3316,,0,320,BKK-SIN,121
DRW,SIN,3K,3021,3999,3316,,0,320,DRW-SIN,20
HAK,SIN,3K,3021,4120,3316,,0,320,HAK-SIN,38
HGH,SIN,3K,3021,3386,3316,,0,320,HGH-SIN,72
HKG,SIN,3K,3021,3077,3316,,0,320,HKG-SIN,133
HKT,SIN,3K,3021,3179,3316,,0,320,HKT-SIN,32
KIX,MNL,3K,3021,3992,2397,,0,320,KIX-MNL,57
KIX,TPE,3K,3021,3992,2276,,0,320,KIX-TPE,57
